Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
Kyrgyz Republic;KGZ;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.028064124;0.052757675;0.182364095;0.542011513;1.056.052.928;2.722.951.647;5.126.979.739;104.301.966;2.404.819.332;4.095.231.026;6.349.396.632;8.287.869.511;9.620.157.578;1.130.534.607;1.207.015.687;1.177.972.956;1.300.808.662;1.281.397.232;1.265.063.102;1.383.369.764;1.403.591.937;1.363.543.926;1.324.695.239;1303819712;;;
Cambodia;KHM;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.046956377;0.096264199;0.12912646;0.206552816;0.293538009;0.525705675;0.748944912;1.077.223.474;1.811.108.143;3.025.049.479;3.897.398.361;6.618.588.238;801.716.186;1.277.398.895;1.883.599.976;303.860.731;442.788.579;5.674.623.762;9.439.487.785;1.292.052.488;1.350.996.151;1.344.568.277;1.352.392.534;1.274.626.128;1.173.225.889;1.211.658.947;1.321.508.925;1.286.026.166;1199575768;1.163.256.071;;
Kiribati;KIR;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02563983;0.229123945;0.33773895;0.436314633;0.535714286;0.557782444;0.639133688;0.662157206;0.699419482;0.735308535;0.961852913;9.346.579.116;9.810.639.381;1.254.926.232;1.612.643.122;1.765.053.702;2.609.035.961;3.513.071.195;4.387.704.302;3.832.023.396;4.362.598.354;4.399.352.871;4.322.257.718;4083989013;4.882.650.573;;
St. Kitts and Nevis;KNA;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0.696104137;0.469580356;0.99479991;1.561.628.555;2.639.625.173;4.566.607.228;1.080.753.934;4.738.213.693;6.225.848.003;1.091.492.777;1.088.023.211;1.371.902.584;1.579.862.584;159.666.709;1.687.656.899;1.618.293.016;1.592.390.052;161.202.529;136.014.564;1.527.704.541;1.602.557.127;1.608.797.556;1.499.005.465;1.367.035.547;1.312.392.427;1191089358;;;
Korea, Rep.;KOR;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;;;0.01695819;0.024183325;0.04734527;0.09116426;0.181334835;0.373382025;0.608287335;1.049.975.406;2.126.074.209;3.615.707.017;6.966.660.745;1.496.611.806;3.031.034.269;5.039.230.494;5.731.396.784;6.171.406.693;6.834.749.881;706.603.768;7.665.647.019;8.006.403.189;8.365.798.395;9.201.288.263;9.423.198.088;9.867.498.817;1.040.034.362;1.067.865.025;1.080.393.019;1.091.472.515;1.133.160.079;1.155.716.703;11.946.123;123.581.176;1.284.051.056;1.329.873.505;1.360.094.467;1405658819;1.485.880.603;;
Kuwait;KWT;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0.416646978;0.698079598;0.821923084;1.018.093.559;1.237.956.271;3.210.153.042;3.146.918.519;3.889.045.109;51.913.161;7.105.330.886;8.868.749.112;1.192.187.425;1.373.970.621;1.597.931.637;2.460.074.185;4.407.950.297;5.993.072.067;6.757.058.985;824.046.195;6.182.706.206;4.990.981.248;5.690.173.287;5.658.059.624;9.366.360.823;1.351.907.482;1.569.476.673;1.502.358.261;1.757.841.316;2.020.425.438;1.960.922.731;1.892.095.892;1.730.666.459;1.644.554.959;1.649.822.792;1.552.673.535;1627763396;1.809.950.542;;
Latin America & Caribbean (excluding high income);LAC;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000400147032050461;0.00282731991899279;0.0206507554943874;0.0515465095147467;0.106152877601153;0.181650595833114;0.382822311313008;0.687972214013343;120.480.546.333.853;239.719.820.775.976;382.242.495.623.602;705.872.423.970.158;111.965.128.244.591;147.265.570.059.036;1.773.023.972.549;221.723.704.451.345;307.473.070.404.272;421.283.908.796.484;525.047.297.718.977;650.535.400.505.168;782.100.193.459.782;865.155.792.910.076;958.477.361.945.935;104.920.564.364.021;109.554.456.601.308;115.906.380.620.695;115.408.389.845.873;111.560.790.966.133;110.176.580.106.195;106.979.795.909.807;105.416.355.456.367;102.935.203.569.244;102.674.280.186.486;108707729529023;109.629.476.654.402;;
Lao PDR;LAO;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.006358107;0.007256745;0.012999303;0.031233308;0.07514006;0.095426924;0.122986391;0.226177403;0.233499231;0.535263919;0.983928046;197.352.289;3.539.963.389;1.123.409.141;1.697.720.022;2.447.150.868;3.295.597.261;5.192.100.072;6.331.061.777;8.542.039.479;6.606.436.451;6.988.020.438;6.902.215.871;5.491.280.264;5.744.162.039;5.304.168.369;5.154.585.373;6.429.411.986;6.334.796.067;6495535792;;;
Lebanon;LBN;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.030.578.537;4.907.983.976;9.102.749.814;1.209.203.443;1.475.287.175;1.719.651.848;1.746.910.599;1.743.112.705;1.765.802.227;1.933.298.476;2.139.882.801;2.344.201.019;2.619.756.121;2.919.625.592;4.827.817.223;5.732.143;6.851.559.229;7.251.689.104;6.840.743.516;6.992.406.534;7.278.785.236;6.833.843.563;7.200.693.309;7.434.556.707;7.329.697.162;7.572.450.204;7667627276;;;
Liberia;LBR;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.051809463;0.067076999;0.163366714;1.531.518.654;3.022.310.074;4.898.482.022;8.103.265.703;154.979.437;225.859.546;2.778.600.925;3.908.769.151;483.273.023;549.409.706;5.761.452.999;7.136.477.026;7.917.908.718;6.623.325.736;5.545.558.956;;3.885.431.717;3.249.086.403;3182876165;;;
Libya;LBY;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.20398397;0.401528861;0.593120045;0.775977295;0.947702731;1.295.019.024;2.291.326.463;8.791.112.958;3.425.838.979;6.575.119.238;7.380.463.552;1.184.758.613;1.499.025.894;1.678.992.629;1.615.996.556;1.633.255.932;1.710.095.584;1.393.474.723;1.574.081.087;1.219.329.674;9.438.309.282;;1.735.400.713;1.746.934.374;2067027087;2.046.286.291;;
St. Lucia;LCA;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0.348031695;0.656391945;0.909273945;1.029.243.377;1.211.309.808;1.453.341.421;1.567.398.119;1.681.258.328;8.846.160.978;6.071.868.848;6.149.574.705;6.388.448.841;6.343.485.313;8.775.176.399;1.038.374.383;1.118.158.031;1.159.575.277;1.257.827.658;1.247.660.636;1.218.906.988;1.077.498.227;1.069.000.074;1.001.326.425;9.973.470.908;1.039.665.407;8.275.703.734;8.141.789.921;9563211097;;;
Latin America & Caribbean;LCN;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0.000954436206701517;0.00286876299041927;0.00726759158857401;0.0284268789862236;0.0662605272303517;0.141538066911201;0.243919059790263;0.476246930924313;0.814980566970223;135.658.184.198.452;256.076.799.911.413;420.004.444.350.747;781.102.751.940.706;122.337.609.230.264;160.278.080.762.725;189.571.871.492.113;232.658.491.501.529;317.954.444.641.513;432.504.190.012.727;544.247.414.285.209;671.288.562.830.228;799.377.842.650.537;88.246.738.255.931;972.901.114.505.863;105.949.680.024.152;110.522.665.838.666;116.169.353.512.972;115.733.159.375.779;112.2;110.6;107.3;105.7;103.3;102.9;108.8;110.1;111.7;
Least developed countries: UN classification;LDC;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000462499641097468;0.0026303477415439;0.00512883011226349;0.00907257735395873;0.0159409388286057;0.0297435937615641;0.0652185860563945;0.120081997872591;0.267839667566092;0.536673573470082;100.587.512.324.063;169.112.640.775.055;283.955.735.513.526;500.410.616.536.379;915.105.115.648.205;151.148.302.667.501;21.698.199.568.607;265.257.668.707.917;331.545.800.353.652;417.915.222.727.001;480.521.941.787.212;5.517.906.224.701;622.774.141.922.594;66.729.249.904.803;667.254.164.006.605;674.699.596.052.071;753.630.550.960.803;738.109.656.936.553;758.818.428.492.451;778345117605595;788.894.754.176.795;;
Low income;LIC;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000670211805461702;0.00221420410550592;0.00349251102518211;0.00677963586892597;0.0102637405792055;0.0166220122312801;0.0345073439431167;0.0660306214431663;0.175414014242214;0.456960814128422;0.864837940564597;173.996.780.857.118;302.597.628.585.182;444.500.331.813.551;734.293.804.689.827;116.320.877.499.727;174.613.734.548.359;218.195.515.471.137;269.406.041.244.817;339.652.964.127.905;388.206.822.867.159;450.058.408.823.153;507.658.551.029.227;52.7;50.8;50.7;51.1;52.3;54.8;58.7;61.5;62.8;
Liechtenstein;LIE;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;2.329.916.123;2.759.466.503;3.027.917.398;32.957.814;3.384.085.715;7.352.941.176;7.434.402.332;7.948.154.784;8.241.852.733;9.107.539.118;9.604.519.774;9.810.791.871;9.881.422.925;1.021.581.143;9.883.848.345;1.044.041.732;1.095.859.392;109.623.879;1.177.856.364;1.224.714.949;1.238.102.721;1.240.787.901;1.261.404.686;1260867338;1.262.796.552;;
Sri Lanka;LKA;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.005870696;0.01033497;0.015001881;0.082392688;0.162016515;0.282303929;0.387659854;0.622728788;0.938548009;1.374.661.758;2.291.188.217;3.528.817.631;4.873.723.405;7.218.515.291;1.134.483.891;17.087.516;2.723.856.918;3.976.107.463;5.463.200.747;7.960.666.574;8.398.898.868;8.782.201.679;919.860.531;9.613.564.533;1.041.599.133;1.120.119.107;1.204.042.203;1.311.169.828;1.403.243.174;1.309.608.639;1.369.116.134;1412920218;1.430.794.174;;
Lower middle income;LMC;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0.000182885853243098;0.000216355882834687;0.000296863094398385;0.000602154056035138;0.00308277786356457;0.00492504586031838;0.00969363930286401;0.0164509597148733;0.0486556652103643;0.0992986460934827;0.180202256906704;0.254538451888885;0.432108292592796;0.93600868763754;172.980.456.320.443;262.455.882.340.374;435.493.541.223.456;670.627.138.198.023;10.607.927.471.786;179.702.334.651.954;264.937.350.153.632;373.718.823.146.322;488.577.831.513.091;619.536.203.147.517;714.035.781.967.489;731.963.334.261.484;755.780.452.216.099;799.712.121.107.859;81.7;86.6;88.1;91;92.7;93;93;93.9;93.1;
Low & middle income;LMY;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;4,85E+09;5,54E+09;0.000440165251526213;0.000998344996099628;0.00183564183251364;0.00343318299698313;0.00777704618589226;0.0155585711118874;0.0301322548798565;0.058734853084983;0.124630500391068;0.248016878233275;0.438320356183157;0.790290731432606;125.997.235.656.281;224.508.124.954.104;407.324.952.174.489;635.651.855.840.677;878.365.580.382.975;117.769.109.027.589;159.182.818.810.684;214.836.481.536.106;28.860.015.511.121;374.662.544.034.357;472.679.641.379.077;56.193.657.931.565;663.634.019.887.003;755.408.547.565.946;801.722.559.632.734;852.345.860.142.252;888.003.798.817.614;900.920.125.062.044;938.812.825.625.047;966.111.318.192.515;100.365.686.483.195;101.585.315.512.496;101.296.663.699.881;103023535265877;104.401.559.003.568;;
Lesotho;LSO;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.064549194;0.177432691;0.495105102;0.601732086;1.080.740.307;2.850.751.173;6.906.165.302;631.952.354;9.882.874.044;1.263.188.876;1.810.585.902;2.432.384.741;2.973.492.918;3.289.917.374;4.881.717.783;6.047.837.807;7.518.379.651;8.632.341.646;1.020.783.757;101.020.571;106.485.695;1.096.832.836;719.803.805;7.555.517.315;6.932.469.722;7983391293;6.751.784.393;;
Late-demographic dividend;LTE;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0.000142137694593546;0.000214021055766839;0.000291980161061721;0.000488458229266732;0.00207181270510617;0.00371141769888569;0.00572931535244892;0.00979270115876504;0.0167130316201986;0.0285303810139472;0.0529418199195055;0.109229938746224;0.225318093674009;0.464740452483221;0.806181030640707;142.690.636.136.611;232.949.374.868.865;411.274.892.358.881;739.086.634.625.613;118.494.383.497.384;167.972.734.323.324;223.483.377.423.998;299.209.292.609.991;381.112.955.188.625;459.252.875.612.226;554.748.933.121.573;656.164.325.396.086;747.709.324.228.179;833.696.823.012.748;910.566.056.827.835;986.995.505.578.557;105.492.296.388.357;109.212.583.160.761;107.639.948.940.905;110.460.057.411.029;113.603.401.335.573;122.711.163.672.734;125.404.898.376.046;123.572.144.960.936;125812134493348;126.745.828.074.436;;
Lithuania;LTU;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.007034198;0.032783181;0.119667223;0.394820974;1.369.497.547;447.474.029;7.300.894.009;9.136.079.147;1.455.702.743;2.859.433.697;4.680.495.102;6.058.800.896;891.476.662;1.290.471.147;1.419.895.141;1.501.054.266;1.557.707.564;1.559.984.832;1.558.123.414;1.593.007.028;1.631.312.022;1.507.823.485;1.424.940.241;1.411.735.748;1.433.251.275;1.501.602.369;1.308.936.876;1.300.157.981;1.302.002.612;1337323188;1.391.367.809;;
Luxembourg;LUX;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0.010915064;0.079311188;0.101207473;0.145140213;0.176416438;0.216122077;0.294773782;0.286067491;1.281.075.276;3.207.360.388;6.583.831.123;1.089.055.716;1.606.263.683;3.080.925.647;4.872.271.444;6.961.765.543;9.270.572.238;1.060.745.033;1.194.189.901;1.026.676.103;1.097.104.505;1.509.301.361;1.426.433.936;1.446.887.759;1.446.166.454;1.433.727.099;1.476.194.795;1.434.857.751;1.451.703.844;1.442.986.392;1.416.910.194;1.309.674.621;133.158.472;1.313.674.819;1.319.105.832;1.329.505.076;1370751156;;;
Latvia;LVA;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.038567208;0.144000049;0.320895746;0.583740022;1.124.576.212;3.085.383.486;680.085.626;113.068.601;1.677.186.911;2.784.083.925;3.942.988.912;5.315.467.354;6.789.267.501;8.380.972.937;9.908.267.704;1.018.820.773;1.068.916.096;1.083.402.116;1.097.343.364;1.111.713.483;1.281.080.484;125.917.678;1.185.456.871;1.300.230.176;1.342.946.659;1.260.509.437;1.069.512.252;1.080.924.889;1.081.340.417;115358508;1.170.957.679;;
Macao SAR, China;MAC;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.401973107;0.637300951;1.337.509.313;282.326.718;3.975.446.006;5.515.973.044;9.046.215.595;1.107.799.464;1.283.580.277;1.960.809.597;2.775.464.258;3.265.878.823;442.872.368;6.140.971.612;7.870.378.978;9.094.063.466;1.090.334.187;1.267.972.072;1.541.387.072;1.762.814.769;1.910.386.523;2.013.757.476;2.369.854.449;2.768.618.965;290.246.118;3.072.748.098;3.081.886.876;3.143.465.329;3.205.404.246;3.350.574.739;4.208.530.977;4.129.927.856;1856588995;1.745.212.668;;
St. Martin (French part);MAF;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Morocco;MAR;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0.000255894;0.000439265;0.00287408;0.003644065;0.005938147;0.012511957;0.025711901;0.051887421;0.109323282;0.156817216;0.268323369;0.41495255;1.297.372.681;8.133.729.629;1.638.290.509;2.104.470.828;2.471.174.383;3.100.385.739;4.069.143.563;5.195.551.274;6.427.130.717;7.234.623.057;792.717.969;9.888.351.218;1.115.066.406;1.173.709.565;1.258.279.977;1.290.186.985;124.279.337;1.181.848.162;1.234.247.246;1.241.715.549;1.279.529.984;133.893.994;1374592738;;;
Monaco;MCO;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.706.807.633;8.188.013.951;9.545.136.904;1.702.449.636;2.252.252.252;3.562.358.347;4.037.784.775;4.289.850.608;4.408.211.071;4.592.725.252;4.666.728.556;4.885.841.916;5.348.620.142;5.718.971.604;6.410.457.845;690.477.685;7.098.546.341;7.057.086.021;9.364.854.912;9.566.282.421;1.001.072.658;9.325.671.559;9.254.624.592;8.981.953.549;8.902.386.351;8.827.945.664;9.122.158.017;9.610.801.148;1020171182;1.068.167.485;;
Moldova;MDA;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000313815;0.02076658;0.050070668;0.160788913;0.418221638;3.269.378.181;5.356.503.903;8.154.633.404;1.162.540.529;194.465.228;272.355.901;3.444.683.759;4.856.606.264;6.356.631.034;5.697.862.537;6.934.374.716;8.948.951.998;1.021.981.124;1.082.043.477;1.119.756.969;1.132.956.183;117.468.078;1.178.002.494;1.157.581.058;1.162.198.572;110.876.909;1273941322;1.274.162.572;;
Madagascar;MDG;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.002232787;0.009373329;0.016064309;0.02774225;0.083824374;0.227272669;0.389074513;0.882722664;0.947075442;1.600.434.657;1.829.445.699;2.715.327.569;5.405.022.424;111.298.202;2.357.089.558;2.975.693.339;3.548.710.226;3.884.334.449;3.822.393.217;3.587.033.159;4.011.353.084;4.303.168.029;3.136.331.074;3.336.129.841;3.968.745.918;4.722.673.416;562.228.538;5630041625;7.018.472.487;;
Maldives;MDV;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.007580294;0.479482605;0.586568102;1.052.097.903;2.703.649.821;6.575.851.652;1.433.503.031;2.236.210.829;3.748.204.439;6.632.184.432;8.621.251.205;9.643.615.091;1.293.110.665;1.311.522.847;1.367.219.435;1.416.646.192;1.446.427.327;1.560.063.185;1.597.689.676;1.698.394.332;1.787.835.827;1.905.249.745;1.751.750.865;1.641.286.164;139.513.022;1353978652;1.365.417.622;;
Middle East & North Africa;MEA;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0.00126440021858465;0.00187458435526569;0.00251548067753951;0.00409278756161031;0.0103297502019392;0.0157234584319031;0.0178405210465377;0.0258407589801039;0.0404548106318131;0.0593105579989865;0.0707943220502847;0.0970443481359544;0.145922187073382;0.339214813591054;0.695657607503096;118.357.279.449.292;166.123.941.968.926;240.615.900.569.384;447.937.021.994.042;738.199.948.087.313;100.539.497.443.612;130.443.129.197.875;180.481.605.090.392;277.429.051.333.543;396.410.396.985.552;547.290.717.240.626;661.603.833.132.913;793.522.647.067.203;889.876.337.825.002;954.179.191.054.657;100.330.061.035.009;105.500.544.173.396;105.791.394.455.761;105.2;104;103.1;102.2;107.8;108.5;111.3;116.2;118.9;
Mexico;MEX;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001901333;0.010594046;0.078225239;0.193035298;0.367849584;0.445630607;0.644573077;0.765273175;1.115.775.127;1.868.165.056;3.534.421.225;802.579.566;1.438.375.898;2.189.015.027;2.569.264.365;293.838.657;3.699.151.884;4.469.619.916;5.182.629.303;6.145.672.658;6.865.461.989;7.491.580.596;812.063.834;8.285.839.199;870.169.211;9.101.095.461;8.837.316.756;8.962.827.659;9.194.482.417;9.307.232.465;9.689.668.563;97.561.569;9.753.972.081;9981384101;1.002.881.985;;
Marshall Islands;MHL;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.561797753;0.520689519;0.708215297;0.890026357;0.64893537;0.822900026;0.824358218;0.8986823;1.012.918.379;1.097.388.655;1.183.062.368;1.214.664.311;;;;;;;;;3.074.237.887;3.137.016.798;;3.390.764.405;;3.577.177.607;3.685.447.091;3804994055;;;
Middle income;MIC;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;5,20E+09;5,95E+09;0.00047233553151586;0.00107164339452896;0.00197114520570271;0.00368828291419863;0.0083564145667867;0.0167255200513101;0.0320825018822811;0.0625319472074724;0.132847015082941;0.267075516247927;0.472604028761523;0.853097025118021;136.063.198.727.476;242.642.037.534.633;440.122.990.387.145;685.891.239.700.669;946.863.528.069.071;126.594.646.708.362;170.516.455.066.934;230.047.769.614.903;308.177.145.265.412;39.883.402.063.001;501.013.228.653.286;595.126.235.816.307;703.029.330.421.758;797.622.794.036.567;84.432.304.165.103;894.312.868.231.915;928.185.660.062.634;9.400.161.271.887;984.606.788.890.971;101.573.546.820.726;103.839.322.872.039;107.095.305.221.948;106.600.308.165.132;108170552432744;108.260.864.694.504;;
North Macedonia;MKD;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.053053164;0.616794247;1.494.750.711;2.408.021.038;5.679.668.056;1.087.351.416;1.769.455.383;3.746.725.237;4.747.879.688;5.441.028.893;6.073.017.035;8.612.638.998;943.104.945;9.298.627.421;1.028.463.178;1.055.373.638;1.064.769.433;1.064.234.629;1.056.594.552;988.434.801;9.717.078.414;9.507.708.173;9.316.855.383;9.086.343.805;8.820.817.101;9229897353;9.783.329.942;;
Mali;MLI;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.011715466;0.027434281;0.042116764;0.058505121;0.092516296;0.20715957;0.384634048;2.003.076.446;3.190.567.687;5.781.139.195;1.110.539.388;1.797.391.391;2.363.095.724;2.967.239.609;4.791.227.225;674.695.104;8.848.387.499;1.161.452.168;1.339.209.668;1.253.190.059;1.081.154.139;1.140.992.437;1.101.396.447;1.114.650.138;1.192.779.414;1110929919;1.144.971.206;;
Malta;MLT;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.618439255;0.941163816;1.412.425.614;1.981.176.185;2.825.993.589;324.448.632;4.549.709.648;5.740.645.431;9.480.481.436;2.866.747.493;5.953.370.865;6.841.109.071;7.126.528.867;7.486.998.469;7.897.944.457;8.433.187.905;8.943.144.673;9.328.353.515;1.015.843.562;108.793.686;1.231.784.046;123.800.729;1.272.274.727;1.223.518.897;1.148.018.196;1.251.793.331;1.261.236.254;1.252.767.573;1.259.617.103;1.228.511.054;1233832876;1.315.920.538;;
Myanmar;MMR;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001538708;0.004535028;0.006450532;0.016719108;0.019312269;0.019130121;0.025285494;0.029419172;0.049268903;0.103230987;0.141753867;0.195300032;0.269672968;0.445459947;0.511172861;0.753933666;1.024.169.005;1.202.648.548;2.497.501.633;7.426.825.561;1.348.984.154;5.683.954.844;7.962.426.697;9.748.338.233;9.169.666.523;1.160.975.729;1.544.969.145;1.470.303.762;1262686102;1.066.964.737;;
Middle East & North Africa (excluding high income);MNA;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0.001393790395604;0.00164217378753284;0.00224463339506351;0.00338821547300786;0.00577518181449238;0.00740870349947998;0.011048761135788;0.017477962731423;0.0787631533872729;0.138256232121304;0.318694154195762;0.472675847413921;0.825005702984421;214.841.520.495.747;425.828.473.878.993;583.701.689.486.437;813.505.195.189.074;125.856.423.255.361;21.579.764.144.396;329.875.617.191.202;467.278.196.138.014;572.877.757.760.399;694.903.241.554.121;785.496.557.277.396;852.055.262.103.891;908.142.555.262.051;960.326.262.638.413;963.740.334.245.713;962.206.990.904.959;960.686.374.623.559;976.525.656.662.388;958.594.616.996.784;103.172.035.341.985;10.416.945.883.818;108997332406477;118.521.791.757.699;;
Montenegro;MNE;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.647.930.187;8.583.355.981;1.017.605.072;1.424.226.408;1.833.878.625;2.050.386.418;1.854.070.398;1.834.653.396;1.565.227.762;1.567.802.305;159.751.787;158.981.712;1.643.464.653;1.651.820.416;1.796.504.897;1.825.833.286;1.717.021.595;1783957863;2.031.681.662;;
